"name","page","address","bytes","disabled","scale_minimum","scale_maximum","display_minimum","display_maximum","display_interval","units","short_desc","long_desc"
"1D_WHEELSPEED(INGEARSECTOR15)","0x01","0xdbc8","2","DISABLED","0.000000","326.000000","0.000000","326.000000","10.000000","mph"," Wheelspeed (in gear sector 15)"," Wheelspeed (in gear sector 15)"
"1D_ATENGINESPEED(INGEARSECTOR15)","0x01","0xdbca","2","DISABLED","0.000000","65535.000000","0.000000","12000.000000","1000.000000","RPM"," At Engine Speed (in gear sector 15)"," At Engine Speed (in gear sector 15)"
"1D_WHEELSPEED(INGEARSECTOR16)","0x01","0xdbcc","2","DISABLED","0.000000","326.000000","0.000000","326.000000","10.000000","mph"," Wheelspeed (in gear sector 16)"," Wheelspeed (in gear sector 16)"
"1D_ATENGINESPEED(INGEARSECTOR16)","0x01","0xdbce","2","DISABLED","0.000000","65535.000000","0.000000","12000.000000","1000.000000","RPM"," At Engine Speed (in gear sector 16)"," At Engine Speed (in gear sector 16)"
"1D_MINWHEELSPEEDFORTRACTION","0x01","0x66dc","2","","0.000000","326.000000","0.000000","326.000000","10.000000","mph"," Min Wheel Speed For Traction"," This is the minimum wheel speed for traction to occur. Recommended value is 5 MPH"
"1D_MINTHROTTLESITEFORTRACTION","0x01","0x66de","1","","0.000000","16.000000","0.000000","16.000000","1.000000","Site"," Min Throttle Site For Traction"," This is the minimum throttle site for Traction Control to be active. Recommended Site 2.0"
"1D_MINSOFTCUTTRACTIONLIMIT","0x01","0xd6e8","2","","0.000000","65535.000000","0.000000","65535.000000","5000.000000","RPM"," Min Soft Cut Traction Limit"," Minimum Soft Cut Traction Limit (Anti Stall). If the Rev Limit Traction calculates a lower Rev Limit than this value; then it is limited to this value. This is to ensure the engine does not bog down or stall."
"1D_MINHARDCUTTRACTIONLIMIT","0x01","0xd6ea","2","","0.000000","65535.000000","0.000000","65535.000000","5000.000000","RPM"," Min Hard Cut Traction Limit"," Minimum Hard Cut Traction Limit (Anti Stall) . If the Rev Limit Traction calculates a lower Rev Limit than this value; then it is limited to this value. This is to ensure the engine does not bog down or stall."
"1D_PSDISABLEPSBELOWSPEED","0x00","0x707e","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Disable Powershift below engine speed"," Disable Powershift below engine speed. This function only disables Powershift Control; If using Gearbox Control this will not effect Solenoid controls"
"1D_POWERSHIFTDELAY","0x01","0x66e4","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","ms"," Powershift Debounce"," Powershift Debounce. This is the delay time from the user pressing the shift button (pin going low) before the powershift will start. If the button is released during this time no shift will happen. Used to ensure user does not make any accidental shifts."
"1D_PSCONTINUOUSASSERT","0x01","0x671a","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","ms"," Powershift Continuous Assert"," Powershift Continuous Assert. The length of time the user will have to press the shift button (pin going low) after the shift has started before the powershift will continue when the button is released. Releasing the button before this timer has finished will cause the shift to end early. This will normally be set to 0. This is not used in ""Cut On Pin Low"""
"1D_PS_TPS_THRESHOLD_FOR_MULTICUT","0x01","0x66e3","1","","16.000000","0.000000","16.000000","0.000000","-1.000000","Site"," TPS threshold for Gearbox Relax"," TPS threshold for Gearbox Relax. If below this threshold then Gearbox Relax function will occur. If above threshold then only the Powershift will happen. For Gearbox Control set to Site 7.0. Disable for normal Powershift by setting to Site 0.0"
"1D_POWERSHIFTCUTTIME","0x01","0x66e6","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","ms"," Upshift Gearbox Relax Cut Time"," Upshift Gearbox Relax Cut Time. Allows the gearbox to relax before the gear change begins"
"1D_POWERSHIFTTORQUEREDUCTION1","0x01","0x66e8","2","","0.000000","100.000000","0.000000","100.000000","10.000000",""," Upshift Gearbox Relax Torque Reduction"," Upshift Gearbox Relax Torque Reduction. This is the amount of retard to apply in torque reduction mode. 100% reduction will move the ignition timing to the zero torque point defined in the <Torque Reduction System> section."
"1D_POWERSHIFTDELAY2","0x01","0x66ec","2","","0.000000","65535.000000","0.000000","5000.000000","500.000000","Sparks"," Powershift Delay"," Powershift Delay. This is the delay from the end of the Gearbox Relax Period to the start of the Powershift. Normally 2 sparks are sufficient to apply the correct load to the gearbox before Powershift begins; Only used for full Gearbox Control Set to 0 for all other Powershift types"
"1D_POWERSHIFTCUT2TIME","0x01","0x66ee","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","ms"," Powershift Cut Time"," Powershift Cut Time. If using 'Enabled + Complete on Target Gear' recommended value is 175m.s. to 250m.s; If using a 'Single Cut Time' recommended starting value is 100m.s. to 125m.s."
"1D_POWERSHIFTTORQUEREDUCTION2","0x01","0x66f0","2","","0.000000","100.000000","0.000000","100.000000","10.000000",""," Powershift Torque Reduction"," Powershift Torque Reduction. This is the amount of retard to apply in torque reduction mode. 100% reduction will move the ignition timing to the zero torque point defined in the <Torque Reduction System> section."
"1D_PSTORQUERECOVERYPERIOD2","0x01","0x66f2","2","","0.000000","65535.000000","0.000000","5000.000000","500.000000","Sparks"," Powershift Torque Recovery Period"," Powershift Torque Recovery Period. If Powershift Torque Reduction is being used this is the number of sparks that the Percentage Powershift Torque Reduction will recover to the normal Ignition advance over; If set to Zero there will be no recovery period; Recommended value is normally 6 sparks"
"1D_POWERSHIFTCONFIRMTHRESHOLD","0x01","0x6746","2","","0.000000","100.000000","0.000000","100.000000","10.000000",""," Confirm Upshift Drum Rotation Threshold"," Confirm Upshift Drum Rotation Threshold. Only available in Finish on target gear modes. Once the <Confirm Upshift Drum Rotation Timeout> has expired; if the shift has completed less than this threshold then the shift is flagged as a failure and it may be retried. If set to zero then no retry will happen."
"1D_POWERSHIFTFAILURETIMEOUT","0x01","0x6740","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","ms"," Confirm Upshift Drum Rotation Timeout"," Confirm Upshift Drum Rotation Timeout. Only available in Finish on target gear modes. This is the time after <Powershift Cut Time> starts that the system will check to see that the shift is actually happening. The drum must have moved an amount towards the next gear; set by <Confirm Upshift Drum Rotation Threshold>. If not then the ECU will restart the shift after <Powershift Retry Delay> at begining of <Powershift Cut Time>. This feature will only work if the <Power Shift Configuration> is set to include ""Complete on Target Gear""."
"1D_PERCENTAGEGEARCOMPLETETOFINISHCUT","0x01","0x6712","2","","0.000000","100.000000","0.000000","100.000000","10.000000",""," Finish Upshift Drum Rotation Threshold"," Finish Upshift Drum Rotation Threshold. Only available in Finish on target gear modes. Recomended value 70% to 80%. Set to 100% for this function to have no effect."
"1D_POWERSHIFTRETRYDELAY","0x01","0x6742","2","","0.000000","65535.000000","0.000000","5000.000000","500.000000","Sparks"," Powershift Retry Delay"," Powershift Retry Delay. Only available in Finish on target gear modes. In the event of a shift failing to happen this is the number of sparks that will happen before Powershift is retried. Normally 1 spark is Sufficient to reapply load to the gearbox ready for the Powershift to start again."
"1D_POWERSHIFTMAXRETRIES","0x01","0x6744","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000"," "," Powershift Max Retries"," Powershift Max Retries. Only available in Finish on target gear modes. This is the maximum number of times the ECU will retry a powershift after it has failed. If set to zero no retry will happen."
"1D_POSTPOWERSHIFTLOCKOUT","0x01","0x66f4","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","ms"," Post Powershift Lockout"," Post Powershift Lockout. This is the amount of time after a gearchange has finished before another can be started. This helps prevent accidental double shifts. If using Gearbox Control this also allows time for the actuators to relax and the gear lever to return to centre.  This timer is diabled if <Active Gear Lever Return on Upshift> is Enabled. Recommended value 200 m.s. If more time is required use  Active Gear Lever Return to speed up gearchange."
"1D_POWERSHIFTMAXSOLENOIDTIME","0x01","0x67b6","2","","0.000000","65535.000000","0.000000","5000.000000","500.000000","ms"," Maximum Shift Time"," Maximum Shift Time. This is the maximum amount of time that the ECU will allow the gearshift to take. When this time has been reached the shift will be cancelled. If set to maximum then this feature will be disabled and no time limit applied to the shift."
"1D_USERDISABLEDSBELOWSPEED","0x01","0x670a","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Disable Downshift Cut below engine speed"," Disable Downshift Control below engine speed. This function only disables spark control during downshifts. This will not effect the ECUs Gearbox Control of the Solenoids"
"1D_DOWNSHIFTDELAY","0x01","0x66f6","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","ms"," Downshift Debounce"," Downshift Debounce. This is the delay time from the user pressing the shift button (pin going low) before the downshift will start. If the button is released during this time no shift will happen. Used to ensure user does not make any accidental shifts."
"1D_DSCONTINUOUSASSERT","0x01","0x671c","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","ms"," Downshift Continuous Assert"," Downshift Continuous Assert. The length of time the user will have to press the shift button (pin going low) after the shift has started before the downshift will continue when the button is released. Releasing the button before this timer has finished will cause the shift to end early. This will normally be set to 0."
"1D_DOWNSHIFTCUTTIME","0x01","0x66f8","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","ms"," Downshift Gearbox Relax Time"," Downshift Gearbox Relax Time. This is the time an engine spark cut or torque reduction will happen for; it allows the gearbox to relax; so that the solenoids can move the gearbox out ot gear."
"1D_DOWNSHIFTTORQUEREDUCTION1","0x01","0x66fa","2","","0.000000","100.000000","0.000000","100.000000","10.000000",""," Downshift Gearbox Relax Torque Reduction"," Downshift Gearbox Relax Torque Reduction. This is the amount of retard to apply in torque reduction mode. 100% reduction will move the ignition timing to the zero torque point defined in the <Torque Reduction System> section."
"1D_DOWNSHIFTCONFIRMTHRESHOLD","0x01","0x674e","2","","0.000000","100.000000","0.000000","100.000000","10.000000",""," Confirm Downshift Drum Rotation Threshold"," Confirm Downshift Drum Rotation Threshold. Only available in Finish on target Gear modes. Once the Failure Timeout has expired; if the shift has completed less than this threshold then the shift is flagged as a failure and it may be retried. If set to zero then no retry will happen. Recommended value 30%"
"1D_DOWNSHIFTFAILURETIMEOUT","0x01","0x6748","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","ms"," Confirm Downshift Drum Rotation Timeout"," Confirm Downshift Drum Rotation Timeout. This timer starts after <Downshift Gearbox Relax Time> has finished. On completion of <Confirm Downshift Drum Rotation Timeout> The system will check  the <Confirm Downshift Drum Rotation Threshold> to see that the shift is actually happening. If not then the ECU will perform a downshift retry using the retry settings. This timer will be restarted after the <Downshift Retry Relax Time> has finished. This will be repeated up to <Downshift Max Retries>."
"1D_PERCENTAGEGEARCOMPLETETOFINISHCUTDS","0x01","0x6714","2","","0.000000","100.000000","0.000000","100.000000","10.000000",""," Finish Downshift Drum Rotation Threshold"," Finish Downshift Drum Rotation Threshold. Only available in Finish on target gear modes. Recommended value 70%  Set to 100% for this function to have no effect."
"1D_DOWNSHIFTCUT2TIME","0x01","0x6700","2","","0.000000","65535.000000","0.000000","5000.000000","500.000000","Sparks"," Downshift Retry Relax Time"," Downshift Retry Relax Time. This is the number of sparks that the ECU will either remove or that the Torque Reduction operate for. This function will only be used if the system retries for a downshift."
"1D_DOWNSHIFTTORQUEREDUCTION2","0x01","0x6702","2","","0.000000","100.000000","0.000000","100.000000","10.000000",""," Downshift Retry Torque Reduction"," Downshift Retry Torque Reduction. This is the amount of retard to apply in torque reduction mode. 100% reduction will move the ignition timing to the zero torque point defined in the <Torque Reduction System> section."
"1D_DOWNSHIFTMAXRETRIES","0x01","0x674c","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000"," "," Downshift Max Retries"," Downshift Max Retries. This is the maximum number of times the ECU will retry a downshift after it has failed. If set to zero no retry will happen. Recommended value 1 retry."
"1D_POSTDOWNSHIFTLOCKOUT","0x01","0x6706","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","ms"," Post Downshift Lockout"," Post Downshift Lockout. This is the amount of time after a gearchange has finished before another can be started. This allows time for the actuators  to relax and the gear lever to return to centre.  This timer is diabled if <Active Gear Lever Return on Downshift> is Enabled; Recommended value 200ms. If more time is required use Active Gear Lever Return to speed up gearchange."
"1D_POWERSHIFTMAXSOLENOIDTIME_2","0x01","0x67b6","2","","0.000000","65535.000000","0.000000","5000.000000","500.000000","ms"," Maximum Shift Time"," Maximum Shift Time. This is the maximum amount of time that the ECU will allow the gearshift to take. When this time has been reached the shift will be cancelled. If set to maximum then this feature will be disabled and no time limit applied to the shift."
"1D_GENERICOUTPUT1ONOVERBATTVOLTS","0x01","0x6716","2","","0.000000","20.000000","0.000000","20.000000","1.000000","V"," Gen O/P1 On Over Battery Voltage"," The output will be turned ON if all ON Conditions are met i.e. the parameter is greater than or equal to the threshold. The output will be turned OFF if at least one of the OFF conditions are met i.e. less than or equal to the threshold."
"1D_GENERICOUTPUT1OFFUNDERBATTVOLTS","0x01","0x6718","2","","0.000000","20.000000","0.000000","20.000000","1.000000","V"," Gen O/P1 Off Under Battery Voltage"," The output will be turned ON if all ON Conditions are met i.e. the parameter is greater than or equal to the threshold. The output will be turned OFF if at least one of the OFF conditions are met i.e. less than or equal to the threshold."
"1D_LAMBDAHOLDOFFTIME","0x01","0x3da0","1","","2.550000","0.000000","0.000000","2.550000","0.100000","s"," Lambda Hold Off Time"," Lambda Hold Off Time. This is the time from the conditions for lambda control being met to the control actually starting."
"1D_EGT_UL","0x01","0x323c","2","","-50.000000","1230.000000","-50.000000","1230.000000","100.000000",""," EGT Upper Limit"," EGT Upper Limit"
"1D_EGT_LL","0x01","0x323e","2","","-50.000000","1230.000000","-50.000000","1230.000000","100.000000",""," EGT Lower Limit"," EGT Lower Limit"
"1D_EGT_D","0x01","0x3240","2","","-50.000000","1230.000000","-50.000000","1230.000000","100.000000",""," EGT Default"," EGT Default"
"1D_ANTILAG_ENABLEDABOVETHISSPEED","0x01","0x6750","2","","0.000000","65535.000000","0.000000","65535.000000","1000.000000","RPM"," Anti-Lag enabled above this speed"," Anti-Lag enabled above this speed"
"1D_ANTILAG_DISABLEDBELOWTHISSPEED","0x01","0x6752","2","","0.000000","65535.000000","0.000000","65535.000000","1000.000000","RPM"," Anti-Lag disabled below this speed"," Anti-Lag disabled below this speed"
"1D_ANTILAG_ENABLEDBELOWTHISTPS","0x01","0x6754","1","","0.000000","16.000000","0.000000","16.000000","1.000000","Site"," Anti-Lag enabled below this throttle site"," Anti-Lag enabled below this throttle site"
"1D_ANTILAG_DISABLEDABOVETHISTPS","0x01","0x6755","1","","0.000000","16.000000","0.000000","16.000000","1.000000","Site"," Anti-Lag disabled above this throttle site"," Anti-Lag disabled above this throttle site"
"1D_DS_TPS_THRESHOLD_FOR_ON_THROTTLE_SHIFT_RPM_LIMITS","0x01","0xd947","1","","0.000000","16.000000","0.000000","16.000000","0.000000","Site"," TPS threshold for On Throttle RPM shift limits"," TPS threshold for On Throttle RPM shift limits. If equal to or below this threshold then the ECU will use the Off Throttle RPM downshift limits. If above this threshold then the On Throttle RPM downshift limits are used."
"1D_GEARBOXSENSORFAILDSLIMIT","0x01","0xd990","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," GearBox Pot Failure Downshift RPM Limit"," Downshift RPM Limit applied if the Gear Position sensor fails. The ECU will also apply the downshift limit into 1st gear from either the off throttle must release or on throttle maps depending on the throttle state. So whichever RPM limit of this or the shift to 1st will be used."
"1D_DOWNSHIFTRPMLIMITIN8TH","0x01","0x67fa","2","DISABLED","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit in 8th"," Downshift RPM Limit in 8th. When in EIGHTH gear; this is the maximum engine speed at which a downshift into seventh is allowed. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITIN7TH","0x01","0x67f8","2","DISABLED","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit in 7th"," Downshift RPM Limit in 7th. When in SEVENTH gear; this is the maximum engine speed at which a downshift into sixth is allowed. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITIN6TH","0x01","0x67f6","2","DISABLED","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit in 6th"," Downshift RPM Limit in 6th. When in SIXTH gear; this is the maximum engine speed at which a downshift into fourth is allowed. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITIN5TH","0x01","0x67f4","2","DISABLED","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit in 5th"," Downshift RPM Limit in 5th. When in FIFTH gear; this is the maximum engine speed at which a downshift into fourth is allowed. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITIN4TH","0x01","0x67f2","2","DISABLED","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit in 4th"," Downshift RPM Limit in 4th. When in FOURTH gear; this is the maximum engine speed at which a downshift into third is allowed. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITIN3RD","0x01","0x67f0","2","DISABLED","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit in 3rd"," Downshift RPM Limit in 3rd. When in THIRD gear; this is the maximum engine speed at which a downshift into second is allowed. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITIN2ND","0x01","0x67ee","2","DISABLED","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit in 2nd"," Downshift RPM Limit in 2nd. When in SECOND gear; this is the maximum engine speed at which a downshift into first is allowed. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITIN8THONTHROTTLE","0x01","0xd962","2","DISABLED","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit in 8th on Throttle"," Downshift RPM Limit in 8th on Throttle. When in EIGHTH gear; this is the maximum engine speed at which a downshift into seventh is allowed. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITIN7THONTHROTTLE","0x01","0xd960","2","DISABLED","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit in 7th on Throttle"," Downshift RPM Limit in 7th on Throttle. When in SEVENTH gear; this is the maximum engine speed at which a downshift into seventh is allowed. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITIN6THONTHROTTLE","0x01","0xd95e","2","DISABLED","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit in 6th on Throttle"," Downshift RPM Limit in 6th on Throttle. When in SIXTH gear; this is the maximum engine speed at which a downshift into seventh is allowed. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITIN5THONTHROTTLE","0x01","0xd95c","2","DISABLED","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit in 5th on Throttle"," Downshift RPM Limit in 5th on Throttle. When in FIFTH gear; this is the maximum engine speed at which a downshift into seventh is allowed. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITIN4THONTHROTTLE","0x01","0xd95a","2","DISABLED","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit in 4th on Throttle"," Downshift RPM Limit in 4th on Throttle. When in FOURTH gear; this is the maximum engine speed at which a downshift into seventh is allowed. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITIN3RDONTHROTTLE","0x01","0xd958","2","DISABLED","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit in 3rd on Throttle"," Downshift RPM Limit in 3rd on Throttle. When in THIRD gear; this is the maximum engine speed at which a downshift into seventh is allowed. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITIN2NDONTHROTTLE","0x01","0xd956","2","DISABLED","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit in 2nd on Throttle"," Downshift RPM Limit in 2nd on Throttle. When in SECOND gear; this is the maximum engine speed at which a downshift into seventh is allowed. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITTO7TH","0x01","0xd93a","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit to 7th - Must Release"," Downshift RPM Limit to 7th. When shifting to SEVENTH gear; this is the maximum allowed engine speed the engine will be at after the shift into seventh. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITTO6TH","0x01","0xd938","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit to 6th - Must Release"," Downshift RPM Limit to 6th. When shifting to SIXTH gear; this is the maximum allowed engine speed the engine will be at after the shift into sixth. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITTO5TH","0x01","0xd936","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit to 5th - Must Release"," Downshift RPM Limit to 5th. When shifting to FIFTH gear; this is the maximum allowed engine speed the engine will be at after the shift into fifth. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITTO4TH","0x01","0xd934","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit to 4th - Must Release"," Downshift RPM Limit to 4th. When shifting to FOURTH gear; this is the maximum allowed engine speed the engine will be at after the shift into fourth. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITTO3RD","0x01","0xd932","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit to 3rd - Must Release"," Downshift RPM Limit to 3rd. When shifting to THIRD gear; this is the maximum allowed engine speed the engine will be at after the shift into third. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITTO2ND","0x01","0xd930","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit to 2nd - Must Release"," Downshift RPM Limit to 2nd. When shifting to SECOND gear; this is the maximum allowed engine speed the engine will be at after the shift into second. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITTO1ST","0x01","0xd92e","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit to 1st - Must Release"," Downshift RPM Limit to 1st. When shifting to FIRST gear; this is the maximum allowed engine speed the engine will be at after the shift into first. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored. If the gearbox pot has failed then this limit will be used to prevent downshifts at high rpm."
"1D_DOWNSHIFTRPMLIMITTO7TH_AUTOPADDLE","0x01","0xd972","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit to 7th - Timed Paddle"," Downshift RPM Limit to 7th. When shifting to SEVENTH gear; this is the maximum allowed engine speed the engine will be at after the shift into seventh. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITTO6TH_AUTOPADDLE","0x01","0xd970","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit to 6th - Timed Paddle"," Downshift RPM Limit to 6th. When shifting to SIXTH gear; this is the maximum allowed engine speed the engine will be at after the shift into sixth. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITTO5TH_AUTOPADDLE","0x01","0xd96e","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit to 5th - Timed Paddle"," Downshift RPM Limit to 5th. When shifting to FIFTH gear; this is the maximum allowed engine speed the engine will be at after the shift into fifth. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITTO4TH_AUTOPADDLE","0x01","0xd96c","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit to 4th - Timed Paddle"," Downshift RPM Limit to 4th. When shifting to FOURTH gear; this is the maximum allowed engine speed the engine will be at after the shift into fourth. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITTO3RD_AUTOPADDLE","0x01","0xd96a","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit to 3rd - Timed Paddle"," Downshift RPM Limit to 3rd. When shifting to THIRD gear; this is the maximum allowed engine speed the engine will be at after the shift into third. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITTO2ND_AUTOPADDLE","0x01","0xd968","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit to 2nd - Timed Paddle"," Downshift RPM Limit to 2nd. When shifting to SECOND gear; this is the maximum allowed engine speed the engine will be at after the shift into second. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITTO1ST_AUTOPADDLE","0x01","0xd966","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit to 1st - Timed Paddle"," Downshift RPM Limit to 1st. When shifting to FIRST gear; this is the maximum allowed engine speed the engine will be at after the shift into first. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITTO7THONTHROTTLE","0x01","0xd954","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit to 7th on Throttle"," Downshift RPM Limit to 7th on Throttle. When shifting to SEVENTH gear; this is the maximum allowed engine speed the engine will be at after the shift into seventh. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITTO6THONTHROTTLE","0x01","0xd952","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit to 6th on Throttle"," Downshift RPM Limit to 6th on Throttle. When shifting to SIXTH gear; this is the maximum allowed engine speed the engine will be at after the shift into sixth. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITTO5THONTHROTTLE","0x01","0xd950","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit to 5th on Throttle"," Downshift RPM Limit to 5th on Throttle. When shifting to FIFTH gear; this is the maximum allowed engine speed the engine will be at after the shift into fifth. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITTO4THONTHROTTLE","0x01","0xd94e","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit to 4th on Throttle"," Downshift RPM Limit to 4th on Throttle. When shifting to FOURTH gear; this is the maximum allowed engine speed the engine will be at after the shift into fourth. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITTO3RDONTHROTTLE","0x01","0xd94c","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit to 3rd on Throttle"," Downshift RPM Limit to 3rd on Throttle. When shifting to THIRD gear; this is the maximum allowed engine speed the engine will be at after the shift into third. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
"1D_DOWNSHIFTRPMLIMITTO2NDONTHROTTLE","0x01","0xd94a","2","","0.000000","65535.000000","0.000000","10000.000000","1000.000000","RPM"," Downshift RPM Limit to 2nd on Throttle"," Downshift RPM Limit to 2nd on Throttle. When shifting to SECOND gear; this is the maximum allowed engine speed the engine will be at after the shift into second. If the engine speed is equal to or higher than this threshold; the downshift request will be ignored."
